cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"35801","Boise City, ID (1)","30","Diagnostic Radiology",398200,12.71,70,421400,12.77,70
"36000","Provo-Orem, UT","30","Diagnostic Radiology",772900,13.38,40,785200,13.39,40
"36100","Salt Lake City-Ogden, UT","30","Diagnostic Radiology",502700,12.83,200,576700,12.93,200
"37000","Modesto-Merced, CA","30","Diagnostic Radiology",489500,13.01,30,509200,13.06,30
"37100","Bakersfield, CA","30","Diagnostic Radiology",394300,12.76,30,467300,12.73,30
"37200","Fresno-Visalia-Tulare-Parterville, CA","30","Diagnostic Radiology",463100,12.76,90,514400,12.94,90
"37400","Sacramento, CA","30","Diagnostic Radiology",497600,12.83,250,594900,13.01,250
"37500","San Jose, CA","30","Diagnostic Radiology",468600,12.79,250,616500,13,250
"37700","Santa Rosa, CA","30","Diagnostic Radiology",389100,12.75,40,445300,12.87,40
"37800","San Francisco-Oakland, CA","30","Diagnostic Radiology",498700,12.77,650,627300,12.96,650
"37901","Las Vegas, NV-AZ (1)","30","Diagnostic Radiology",520200,12.8,200,587500,12.99,200
"38000","San Diego, CA","30","Diagnostic Radiology",419000,12.68,350,515200,12.92,350
"38200","Santa Barbara-Santa Maria-Lompoc, CA","30","Diagnostic Radiology",358500,12.54,70,426500,12.78,70
"38300","Los Angeles-Long Beach, CA","30","Diagnostic Radiology",428500,12.7,1400,,,
"38601","Spokane, WA (1)","30","Diagnostic Radiology",529800,12.9,80,591100,13.02,80
"38801","Portland-Vancouver, OR-WA (1)","30","Diagnostic Radiology",396200,12.65,250,493700,12.88,250
"38901","Salem-Eugene-Springfield, OR (1)","30","Diagnostic Radiology",507900,12.88,80,564300,13.07,80
"39400","Seattle-Tacoma-Olympia, WA","30","Diagnostic Radiology",472100,12.68,600,,,
"00302","Knoxville, TN-Middlesborough, KY (2)","34","Urology",584900,13.13,40,648200,13.25,40
"00500","Danville, VA","34","Urology",454900,12.9,30,510500,13.03,30
"00900","Charlotte, NC","34","Urology",539500,13.01,60,586900,13.11,60
"01302","Florence-Myrtle Beach, SC (2)","34","Urology",898100,13.59,20,998500,13.34,20
"01701","Raleigh-Durham-Chapel Hill, NC (1)","34","Urology",539100,12.88,80,,,
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","34","Urology",800900,13.09,30,850300,13.19,30
"02400","Richmond-Petersburg, VA","34","Urology",382000,12.59,40,505100,12.85,40
"03300","New Orleans, LA","34","Urology",446400,12.88,50,,,
"03500","Baton Rouge, LA","34","Urology",615800,13,30,588600,12.44,30
"05202","Memphis, TN-AR-MS (2)","34","Urology",579500,13.09,30,680700,13.29,30
"05600","Nashville, TN","34","Urology",406300,12.77,70,445000,12.88,70
"06700","Tampa-St. Petersburg-Clearwater, FL","34","Urology",629500,13.05,70,681300,13.02,70
"06900","Punta Gorda-Sarasota-Bradenton, FL","34","Urology",592800,12.91,30,627700,13.04,30
"07000","Fort Lauderdale-Miami, FL","34","Urology",511300,12.8,150,,,
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","34","Urology",692300,13.04,60,792400,13.19,60
"07200","Fort Myers-Cape Coral-Naples, FL","34","Urology",556700,12.95,40,595900,13.07,40
"07300","Melbourne-Titusville-Palm Bay, FL","34","Urology",471100,12.89,20,535200,13.04,20
"07400","Orlando, FL","34","Urology",609000,13.01,80,,,
"07500","Daytona Beach, FL","34","Urology",491400,12.96,20,531600,13.04,20
"07600","Jacksonville, FL","34","Urology",397800,12.62,40,454200,12.87,40
"08100","Columbia, SC","34","Urology",612300,13.01,20,566200,12.69,20
"08202","Charleston-North Charleston, SC (2)","34","Urology",477700,12.93,30,531000,13.05,30
"08300","Greenville, SC","34","Urology",476100,12.89,30,504100,12.98,30
"09100","Atlanta, GA","34","Urology",544700,12.95,150,629600,13.1,150
"10700","Birmingham, AL","34","Urology",459200,12.84,40,519300,12.98,40
"10900","Fort Walton Beach-Pensacola, FL","34","Urology",523300,13.06,20,536000,12.92,20
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","34","Urology",486500,12.88,100,601200,13.11,100
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","34","Urology",403600,12.59,150,496800,12.86,150
"11600","Detroit-Flint, MI","34","Urology",432000,12.68,200,484900,12.78,200
"12200","Grand Rapids-Muskegon-Holland, MI","34","Urology",385000,12.75,40,439500,12.86,40
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","34","Urology",654200,13.24,70,718000,13.35,70
"13101","Louisville, KY-IN (1)","34","Urology",690400,13.19,40,728000,13.29,40
"13501","Toledo, OH (1)","34","Urology",499800,12.96,20,545100,13.08,20
"14200","Indianapolis, IN","34","Urology",539000,12.72,70,633600,12.96,70
"15200","Akron, OH","34","Urology",447400,12.76,100,512400,12.9,100
"15900","Columbus, OH","34","Urology",447000,12.84,70,516400,12.99,70
"16300","Pittsburgh, PA","34","Urology",435500,12.79,60,533600,13.03,60
"17700","Syracuse-Utica-Rome, NY","34","Urology",533900,12.93,40,602600,13.13,40
"18000","Buffalo-Niagara Falls-Rochester, NY","34","Urology",543800,12.95,70,,,
"18600","Glens Falls, NY","34","Urology",372300,12.61,40,424700,12.78,40
"19000","Allentown-Bethlehem-Easton, PA","34","Urology",501300,12.87,30,584000,13.11,30
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","34","Urology",535600,13.04,20,611900,13.02,20
"19200","York, PA","34","Urology",549900,13.17,30,700200,13.4,30
"19300","Dutchess County, NY","34","Urology",520800,12.88,20,564500,13.03,20
"19400","New York-Nassau-Suffolk, NY","34","Urology",447100,12.62,400,,,
"19500","Monmouth-Ocean, NJ","34","Urology",527500,12.78,30,572000,12.86,30
"19600","Newark-Trenton, NJ","34","Urology",606000,12.89,200,,,
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","34","Urology",424300,12.56,200,517500,12.83,200
"19800","Wilmington-Newark, DE-MD","34","Urology",437300,12.33,20,,,
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","34","Urology",490900,12.86,40,554200,13,40
"20500","Barnstable-Yarmouth, MA","34","Urology",448400,12.79,200,546400,12.95,200
"20600","Manchester, NH","34","Urology",434700,12.94,30,471800,13.01,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","34","Urology",396700,12.46,100,471100,12.85,100
"21501","Minneapolis-St. Paul, MN-WI (1)","34","Urology",485800,12.79,100,573000,12.94,100
"23100","Madison, WI","34","Urology",286500,12.24,40,355500,12.55,40
"24100","Milwaukee-Waukesha, WI","34","Urology",481500,12.94,50,532100,13.06,50
"24300","Chicago, IL","34","Urology",510700,12.77,250,586400,12.93,250
"24701","St. Louis, MO-IL (1)","34","Urology",575300,12.99,80,718400,13.14,80
"28202","Omaha, NE-IA (2)","34","Urology",495000,12.69,30,564200,12.93,30
"28401","Colorado Springs, CO (1)","34","Urology",391400,12.69,20,438900,12.65,20
"28800","Fort Collins-Loveland, CO","34","Urology",392700,12.84,20,406900,12.87,20
"28900","Denver-Boulder-Longmont, CO","34","Urology",429700,12.78,90,500700,12.95,90
"29502","Kansas City, MO-KS (2)","34","Urology",542200,13.11,60,632500,13.26,60
"30402","Tulsa, OK (2)","34","Urology",641200,13.24,30,687800,13.35,30
"31201","Austin-San Marcos, TX (1)","34","Urology",648000,12.98,60,,,
"31301","San Antonio, TX (1)","34","Urology",352400,12.57,70,,,
"32000","Houston-Galveston-Texas City, TX","34","Urology",565100,12.89,150,672700,13.06,150
"33000","Fort Worth-Arlington, TX","34","Urology",465000,12.81,60,,,
"33100","Dallas, TX","34","Urology",504400,12.86,100,597900,13.05,100
"33803","Oklahoma City, OK (3)","34","Urology",369900,12.5,40,443900,12.83,40
"34701","Honolulu, HI (1)","34","Urology",395000,12.7,30,468400,12.9,30
"34901","Albuquerque, NM (1)","34","Urology",366900,12.69,20,422800,12.86,20
"35001","Phoenix-Mesa, AZ (1)","34","Urology",784000,13.23,150,,,
"35100","Tucson, AZ","34","Urology",412900,12.75,40,463100,12.88,40
"35801","Boise City, ID (1)","34","Urology",707100,13.35,20,829200,13.5,20
"36100","Salt Lake City-Ogden, UT","34","Urology",522100,12.89,40,551300,12.86,40
"37200","Fresno-Visalia-Tulare-Parterville, CA","34","Urology",500400,12.96,20,529200,13.03,20
"37400","Sacramento, CA","34","Urology",463000,12.86,70,548400,12.97,70
"37500","San Jose, CA","34","Urology",510300,12.97,60,623000,13.17,60
"37800","San Francisco-Oakland, CA","34","Urology",470100,12.85,150,555000,13.02,150
"37901","Las Vegas, NV-AZ (1)","34","Urology",599000,13.09,30,684100,13.28,30
"38000","San Diego, CA","34","Urology",424600,12.73,100,478700,12.84,100
"38300","Los Angeles-Long Beach, CA","34","Urology",464900,12.73,400,546100,12.92,400
"38601","Spokane, WA (1)","34","Urology",416100,12.8,20,497100,12.97,20
"38801","Portland-Vancouver, OR-WA (1)","34","Urology",446400,12.9,80,546400,13.1,80
"38901","Salem-Eugene-Springfield, OR (1)","34","Urology",541000,13.05,30,581200,13.12,30
"39400","Seattle-Tacoma-Olympia, WA","34","Urology",449100,12.8,150,547000,13.06,150
"09100","Atlanta, GA","36","Nuclear Medicine",295900,12.2,20,,,
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","36","Nuclear Medicine",252200,12.36,20,297500,12.38,20
"19400","New York-Nassau-Suffolk, NY","36","Nuclear Medicine",1147000,12.76,40,1265000,13.09,40
"19600","Newark-Trenton, NJ","36","Nuclear Medicine",298900,12.35,20,329500,12.44,20
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","36","Nuclear Medicine",426500,12.79,20,496100,13.02,20
"20500","Barnstable-Yarmouth, MA","36","Nuclear Medicine",345600,12.56,20,416700,12.71,20
"32000","Houston-Galveston-Texas City, TX","36","Nuclear Medicine",365800,12.63,20,,,
"37800","San Francisco-Oakland, CA","36","Nuclear Medicine",561100,12.87,20,736300,13.22,20
"38300","Los Angeles-Long Beach, CA","36","Nuclear Medicine",298900,12.39,40,340000,12.52,40
"00302","Knoxville, TN-Middlesborough, KY (2)","37","Pediatric Medicine",292700,12.26,150,391200,12.63,150
"00500","Danville, VA","37","Pediatric Medicine",232100,12.13,150,310500,12.4,150
"00900","Charlotte, NC","37","Pediatric Medicine",288000,12.27,550,,,
"01302","Florence-Myrtle Beach, SC (2)","37","Pediatric Medicine",267400,12.35,70,314000,12.52,70
"01400","Fayetteville, NC","37","Pediatric Medicine",222600,12.09,100,,,
"01701","Raleigh-Durham-Chapel Hill, NC (1)","37","Pediatric Medicine",239100,12.1,750,336300,12.42,750
"01900","Greenville-Jacksonville, NC","37","Pediatric Medicine",216200,12.07,150,279700,12.36,150
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","37","Pediatric Medicine",243400,12.1,350,338200,12.48,350
"02400","Richmond-Petersburg, VA","37","Pediatric Medicine",222000,12.17,300,316700,12.49,300
"02500","Newport News, VA","37","Pediatric Medicine",184200,11.85,80,262100,12.19,80
"03300","New Orleans, LA","37","Pediatric Medicine",249600,12.12,350,351600,12.47,350
"03500","Baton Rouge, LA","37","Pediatric Medicine",235800,12.1,150,284100,12.32,150
"04200","Little Rock-North Little Rock, AR","37","Pediatric Medicine",215600,12.12,250,310600,12.5,250
"05202","Memphis, TN-AR-MS (2)","37","Pediatric Medicine",246400,12.16,400,326700,12.44,400
"05600","Nashville, TN","37","Pediatric Medicine",231700,12.11,550,329100,12.45,550
"06000","Decatur-Huntsville, AL","37","Pediatric Medicine",273900,12.02,100,374500,12.55,100
"06700","Tampa-St. Petersburg-Clearwater, FL","37","Pediatric Medicine",248400,12.11,650,341200,12.5,650
"06800","Lakeland-Winter Haven, FL","37","Pediatric Medicine",312100,12.25,60,392200,12.49,60
"06900","Punta Gorda-Sarasota-Bradenton, FL","37","Pediatric Medicine",298600,12.15,100,384000,12.49,100
"07000","Fort Lauderdale-Miami, FL","37","Pediatric Medicine",325000,12.14,1100,405300,12.42,1100
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","37","Pediatric Medicine",254800,12.11,350,335500,12.39,350
"07200","Fort Myers-Cape Coral-Naples, FL","37","Pediatric Medicine",318300,12.3,150,509200,12.64,150
"07300","Melbourne-Titusville-Palm Bay, FL","37","Pediatric Medicine",277700,12.1,90,369200,12.49,90
"07400","Orlando, FL","37","Pediatric Medicine",252900,12.15,600,,,
"07500","Daytona Beach, FL","37","Pediatric Medicine",209000,12.09,50,,,
"07600","Jacksonville, FL","37","Pediatric Medicine",218500,12,350,328100,12.45,350
"08100","Columbia, SC","37","Pediatric Medicine",242200,12.09,150,328100,12.43,150
"08202","Charleston-North Charleston, SC (2)","37","Pediatric Medicine",212500,12.04,250,298600,12.38,250
"08300","Greenville, SC","37","Pediatric Medicine",260300,12.16,250,377500,12.55,250
"09100","Atlanta, GA","37","Pediatric Medicine",255800,12.12,1400,347700,12.46,1400
"10700","Birmingham, AL","37","Pediatric Medicine",241200,12.04,300,336700,12.47,300
"10900","Fort Walton Beach-Pensacola, FL","37","Pediatric Medicine",262200,12.22,150,354100,12.53,150
"11001","Mobile, AL (1)","37","Pediatric Medicine",225600,12.2,100,314500,12.52,100
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","37","Pediatric Medicine",243300,12.06,900,377500,12.51,900
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","37","Pediatric Medicine",236000,12.03,2000,337900,12.41,2000
"11600","Detroit-Flint, MI","37","Pediatric Medicine",250400,12.14,1200,359800,12.56,1200
"12200","Grand Rapids-Muskegon-Holland, MI","37","Pediatric Medicine",206400,11.97,300,310400,12.48,300
"12501","Dayton-Springfield, OH (1)","37","Pediatric Medicine",221100,12.1,150,285600,12.35,150
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","37","Pediatric Medicine",207100,12.04,850,,,
"12901","Lexington-Fayette, KY (1)","37","Pediatric Medicine",229500,12.14,200,301500,12.45,200
"13101","Louisville, KY-IN (1)","37","Pediatric Medicine",222500,12.14,350,309600,12.47,350
"13501","Toledo, OH (1)","37","Pediatric Medicine",258200,12.3,150,361400,12.65,150
"13600","Benton Harbor, MI-South Bend, IN","37","Pediatric Medicine",266100,12.33,60,330600,12.59,60
"14200","Indianapolis, IN","37","Pediatric Medicine",230700,12.14,700,340800,12.52,700
"14900","Gary, IN","37","Pediatric Medicine",244600,12.25,70,339500,12.55,70
"15000","Canton-Massillon, OH","37","Pediatric Medicine",299700,12.04,70,436700,12.43,70
"15200","Akron, OH","37","Pediatric Medicine",215500,12.06,800,309200,12.4,800
"15900","Columbus, OH","37","Pediatric Medicine",227700,12.09,700,313600,12.41,700
"16300","Pittsburgh, PA","37","Pediatric Medicine",252600,12.14,550,354700,12.52,550
"16400","Youngstown-Warren, OH-Sharon, PA","37","Pediatric Medicine",218200,12.13,70,272100,12.24,70
"16500","Erie, PA-Jamestown, NY","37","Pediatric Medicine",262700,12.34,50,334200,12.54,50
"17700","Syracuse-Utica-Rome, NY","37","Pediatric Medicine",235000,12.14,150,289400,12.35,150
"18000","Buffalo-Niagara Falls-Rochester, NY","37","Pediatric Medicine",219600,12.01,600,299300,12.36,600
"18600","Glens Falls, NY","37","Pediatric Medicine",223000,12.14,200,332300,12.49,200
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","37","Pediatric Medicine",224300,12.18,90,,,
"19000","Allentown-Bethlehem-Easton, PA","37","Pediatric Medicine",236300,12.18,150,352100,12.61,150
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","37","Pediatric Medicine",266700,12.24,150,353100,12.57,150
"19200","York, PA","37","Pediatric Medicine",220600,12.11,300,,,
"19300","Dutchess County, NY","37","Pediatric Medicine",248700,12.18,150,331200,12.48,150
"19400","New York-Nassau-Suffolk, NY","37","Pediatric Medicine",267900,12.12,3600,,,
"19500","Monmouth-Ocean, NJ","37","Pediatric Medicine",276200,12.16,300,392800,12.49,300
"19600","Newark-Trenton, NJ","37","Pediatric Medicine",296200,12.16,1800,432600,12.57,1800
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","37","Pediatric Medicine",239800,12.07,2100,352700,12.46,2100
"19800","Wilmington-Newark, DE-MD","37","Pediatric Medicine",195900,11.92,150,317600,12.38,150
"19901","Dover, DE (1)","37","Pediatric Medicine",228200,11.95,60,300700,12.27,60
"20100","Portland-Lewiston-Auburn, ME","37","Pediatric Medicine",322100,12.24,200,397600,12.51,200
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","37","Pediatric Medicine",215200,12.06,400,321000,12.46,400
"20500","Barnstable-Yarmouth, MA","37","Pediatric Medicine",288900,12.18,2300,446200,12.61,2300
"20600","Manchester, NH","37","Pediatric Medicine",223700,12.09,250,313000,12.5,250
"20800","Springfield, MA","37","Pediatric Medicine",221700,12.01,150,332100,12.46,150
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","37","Pediatric Medicine",275100,12.19,1000,,,
"21501","Minneapolis-St. Paul, MN-WI (1)","37","Pediatric Medicine",247500,12.21,850,374600,12.61,850
"23100","Madison, WI","37","Pediatric Medicine",196700,11.97,250,302300,12.44,250
"24000","Kenosha-Racine-Janesville-Beloit, WI","37","Pediatric Medicine",251000,12.23,50,379300,12.62,50
"24100","Milwaukee-Waukesha, WI","37","Pediatric Medicine",216300,12.04,550,318300,12.44,550
"24300","Chicago, IL","37","Pediatric Medicine",235700,12.09,2300,,,
"24400","Rockford, IL","37","Pediatric Medicine",246900,12.3,60,298900,12.52,60
"24701","St. Louis, MO-IL (1)","37","Pediatric Medicine",224000,12.07,850,,,
"27501","Des Moines, IA (1)","37","Pediatric Medicine",263200,12.31,200,,,
"28202","Omaha, NE-IA (2)","37","Pediatric Medicine",287300,12.29,300,376900,12.64,300
"28401","Colorado Springs, CO (1)","37","Pediatric Medicine",222700,12.07,150,295200,12.41,150
"28800","Fort Collins-Loveland, CO","37","Pediatric Medicine",233400,12.13,90,313100,12.47,90
"28900","Denver-Boulder-Longmont, CO","37","Pediatric Medicine",219000,12.01,1000,324000,12.44,1000
"29301","Wichita, KS (1)","37","Pediatric Medicine",267900,12.02,100,377500,12.47,100
"29502","Kansas City, MO-KS (2)","37","Pediatric Medicine",217400,12.09,650,303700,12.43,650
"30402","Tulsa, OK (2)","37","Pediatric Medicine",292200,12.33,150,364200,12.58,150
"30601","El Paso, TX-Las Cruces, NM (1)","37","Pediatric Medicine",263400,12.2,150,365400,12.58,150
"31201","Austin-San Marcos, TX (1)","37","Pediatric Medicine",258500,12.11,550,345800,12.52,550
"31301","San Antonio, TX (1)","37","Pediatric Medicine",248300,12.09,600,337800,12.43,600
"31600","Brownsville-Harlingen-San Benito, TX","37","Pediatric Medicine",385800,12.44,200,478800,12.68,200
"32000","Houston-Galveston-Texas City, TX","37","Pediatric Medicine",290600,12.11,1700,411800,12.55,1700
"33000","Fort Worth-Arlington, TX","37","Pediatric Medicine",332600,12.48,400,,,
"33100","Dallas, TX","37","Pediatric Medicine",268500,12.2,1000,379400,12.56,1000
"33803","Oklahoma City, OK (3)","37","Pediatric Medicine",208600,11.92,300,310200,12.38,300
"34701","Honolulu, HI (1)","37","Pediatric Medicine",232200,12.13,250,325500,12.36,250
"34901","Albuquerque, NM (1)","37","Pediatric Medicine",188400,11.97,250,247200,12.21,250
"35001","Phoenix-Mesa, AZ (1)","37","Pediatric Medicine",244700,12.11,800,336700,12.43,800
"35100","Tucson, AZ","37","Pediatric Medicine",188700,11.96,250,272800,12.24,250
"35801","Boise City, ID (1)","37","Pediatric Medicine",253900,12.31,150,315500,12.52,150
"36000","Provo-Orem, UT","37","Pediatric Medicine",317500,12.46,70,355900,12.64,70
